gid,UF,nome,PIB,PIB_percapita,classe
4919,SANTA CATARINA,São Bento do Sul,1501101,19618.64063,2
1520,RIO GRANDE DO SUL,Rio Grande,6280858,31990.18945,3
2358,PARAÍBA,Cuitegi,26236.60352,3622.340088,1
1978,RIO GRANDE DO NORTE,Acari,60654.46875,5408.330078,1
5038,SÃO PAULO,Cotia,5427421.5,29813.63086,3
5217,SANTA CATARINA,Bom Jesus do Oeste,27839.12891,13481.41992,2
2864,MINAS GERAIS,Bom Sucesso,155607.1094,8739.519531,1
1672,RIO GRANDE DO NORTE,Angicos,58391.62891,5066.52002,1
3106,MINAS GERAIS,Capela Nova,24456.54102,5247.060059,1
3878,PARANÁ,Tunas do Paraná,43655.65625,6464.629883,1
4954,AMAZONAS,Tabatinga,202660.9844,4226.680176,1
5466,SANTA CATARINA,Pinheiro Preto,68567,22495.74023,3
1527,RORAIMA,Bonfim,111137.0234,10361.45996,2
4489,BAHIA,Ipupiara,31431.71484,3370.689941,1
2089,MARANHÃO,Bom Lugar,57368.61719,4286.359863,1
2688,MINAS GERAIS,Abaeté,239440.5469,10294.98047,2
2663,PARANÁ,Santa Fé,103898.0078,10034.58008,2
2505,PARAÍBA,Itabaiana,118204.2109,4642.189941,1
646,RIO GRANDE DO SUL,Quatro Irmãos,32741.54688,18281.15039,2
2123,MARANHÃO,Buriti Bravo,68815.19531,2982.370117,1
5262,PIAUÍ,Floriano,429720.625,7413.069824,1
3889,PARANÁ,Ivaí,102136.7578,7547.240234,1
1308,GOIÁS,Santo Antônio do Descoberto,233394.6094,3991.429932,1
3395,MINAS GERAIS,Mathias Lobato,19697.57227,5586.379883,1
4500,BAHIA,Itagi,52461.01172,3704.350098,1
1601,MARANHÃO,Cururupu,107963.3438,3075.179932,1
1924,RIO DE JANEIRO,Aperibé,81305.15625,8508.280273,1
4203,SÃO PAULO,Araras,2407399.25,21022.57031,2
923,GOIÁS,Buriti de Goiás,19388.31836,8800.870117,1
2869,PERNAMBUCO,Ibirajuba,38436.95313,4907.049805,1
1982,MARANHÃO,Barreirinhas,148248.0781,2944.120117,1
3250,MINAS GERAIS,Serranópolis de Minas,18955.78125,3959.850098,1
1816,MARANHÃO,Presidente Dutra,185824.7656,4499.060059,1
4878,SÃO PAULO,Taquarituba,253338.0938,10986.04004,2
4810,SÃO PAULO,Santa Cruz das Palmeiras,255420.5469,7605.649902,1
4688,SÃO PAULO,Nova Independência,210455.4844,76752.54688,4
5268,SANTA CATARINA,Concórdia,1650183.625,23442.43945,3
4881,SÃO PAULO,Tarumã,320347.2188,23931.50977,3
4061,PARANÁ,Apucarana,1511202.25,12459.41016,2
2828,MINAS GERAIS,Rio Casca,108061.4688,7306.390137,1
337,RIO GRANDE DO SUL,Sananduva,277202.4063,18217.82031,2
2960,PERNAMBUCO,Itacuruba,19219.95508,4410.27002,1
3438,MINAS GERAIS,Fortaleza de Minas,133684.8594,33538.60156,3
48,RIO GRANDE DO SUL,São Pedro da Serra,28525.84766,8615.480469,1
3635,MINAS GERAIS,Josenópolis,19152.56445,4131.27002,1
3238,MINAS GERAIS,Sem-Peixe,16147.79492,5395.189941,1
3192,MATO GROSSO,Alto Paraguai,65186.01953,7826.390137,1
1579,CEARÁ,Groaíras,33190.70313,3328.719971,1
3765,SÃO PAULO,Gastão Vidigal,37278.69922,9052.620117,1
492,RIO GRANDE DO SUL,Santa Cecília do Sul,28719.18555,16170.70996,2
53,BAHIA,Mucugê,229213.1719,15577.90039,2
4650,SÃO PAULO,Mendonça,48696.28516,11547.61035,2
1933,RIO DE JANEIRO,Quissamã,1810872.25,91099.32031,4
5066,SÃO PAULO,Pedro de Toledo,70778.89844,6902.560059,1
5227,PIAUÍ,Santa Luz,17753.98438,3230.929932,1
3404,MINAS GERAIS,Águas Vermelhas,89496.17969,6728.529785,1
3263,PERNAMBUCO,Lagoa do Carro,59924.17969,3934.610107,1
4492,BAHIA,Iraquara,105232.5078,4310.160156,1
4596,BAHIA,Jacaraci,49422.32813,3331.02002,1
4805,SÃO PAULO,Santa Albertina,56413.41797,11300.75977,2
3576,MINAS GERAIS,Itamogi,82634.85938,7366.27002,1
2484,MARANHÃO,São Francisco do Brejão,45696.53125,5155.879883,1
3914,PARANÁ,Irati,682697.9375,12086.79004,2
1224,GOIÁS,Porangatu,332653.25,8219.950195,1
1215,PIAUÍ,Assunção do Piauí,23011.68359,2749.310059,1
4912,SERGIPE,General Maynard,13834.29785,4758.959961,1
3321,MINAS GERAIS,Tombos,55267.80078,6223.149902,1
5322,SANTA CATARINA,Herval D'Oeste,326972.25,16921.40039,2
684,SÃO PAULO,Adamantina,531913.5,15451.82031,2
3561,MINAS GERAIS,Ipiaçu,51452.1875,11763.19043,2
3907,PARANÁ,Mallet,149617.2813,11703.48047,2
4748,SÃO PAULO,Platina,49894.51563,14644.70996,2
1359,AMAPÁ,Calçoene,107248.8281,11543.2998,2
1111,ESPIRITO SANTO,Montanha,197230.1563,10459.80957,2
825,ALAGOAS,Ouro Branco,32711.80273,2843.52002,1
4528,SÃO PAULO,Iguape,252515.7813,8231.969727,1
4498,BAHIA,Itacaré,102075.2734,3756.909912,1
635,RIO GRANDE DO SUL,Derrubadas,41730.37891,12306.21973,2
1853,CEARÁ,Mauriti,169606.5625,3836.300049,1
799,ALAGOAS,Junqueiro,98153.77344,3881.129883,1
1898,RIO GRANDE DO NORTE,Parelhas,109494.6875,5295.740234,1
2754,PARANÁ,Perobal,67708.01563,13114.08008,2
4173,PARANÁ,Borrazópolis,93202.49219,11317.84961,2
1113,GOIÁS,Piracanjuba,362217.9688,15071.69043,2
521,RIO GRANDE DO SUL,São Gabriel,798197,13451.92969,2
40,RIO GRANDE DO SUL,Picada Café,153711.9531,30504.46094,3
3680,MINAS GERAIS,Limeira do Oeste,130177.7969,19166.33984,2
3818,PARANÁ,Medianeira,637894.1875,16004.57031,2
3708,PERNAMBUCO,Serra Talhada,543937.5,6774.319824,1
4268,SÃO PAULO,Colômbia,144238.2031,22732.58008,3
2671,PARANÁ,Doutor Camargo,60953.90625,10595.15039,2
2882,PARANÁ,Sertaneja,102978.7891,17383.32031,2
4774,SÃO PAULO,Redenção da Serra,36065.66016,8496.030273,1
2826,MINAS GERAIS,Ribeirão Vermelho,37746.41797,9585.169922,1
3942,RONDÔNIA,Nova União,69908.51563,8800.169922,1
1694,RIO GRANDE DO NORTE,Januário Cicco,39116.64453,4533.160156,1
4750,SÃO PAULO,Pompéia,465391.5313,23075.74023,3
3929,PARANÁ,Jardim Olinda,21127.85547,14141.7998,2
3063,PERNAMBUCO,Jataúba,59477.77734,3870.98999,1
596,RIO GRANDE DO SUL,Bom Jesus,197372.3906,16176.74023,2
4522,BAHIA,Itororó,77047.16406,3681.179932,1
803,ALAGOAS,São Brás,27549.03125,3901.02002,1
911,PIAUÍ,Anísio de Abreu,25927.50586,3031.75,1
730,ALAGOAS,Traipu,68499.6875,2649.47998,1
4269,SÃO PAULO,Conchal,369008.0625,15070.78027,2
4150,PARANÁ,Roncador,148181.5938,12038.48047,2
4183,SÃO PAULO,Álvares Machado,199326.4844,8382.459961,1
2657,PARANÁ,Salto do Itararé,36764.25781,7160.939941,1
1631,MARANHÃO,Grajaú,277077.5313,4892.509766,1
3237,MINAS GERAIS,Setubinha,37165.37891,3207.22998,1
13,RIO GRANDE DO SUL,Pinheirinho do Vale,49996.95313,10786.83008,2
582,TOCANTINS,Araguatins,152885.4844,5710.859863,1
2728,MINAS GERAIS,Ponte Nova,687477.875,11924.2002,2
868,TOCANTINS,Taguatinga,110298.0938,7526.310059,1
3490,PERNAMBUCO,Salgueiro,315104.0313,5684.209961,1
4812,SÃO PAULO,Santa Ernestina,43545.33984,7751.040039,1
1698,MARANHÃO,Magalhães de Almeida,59104.46484,3991.389893,1
3579,MINAS GERAIS,Itapagipe,234536.9375,15591.09961,2
4827,SÃO PAULO,Santo Antônio do Jardim,78237.46094,13524.19043,2
96,BAHIA,Ourolândia,76238.53125,4463.609863,1
5442,SANTA CATARINA,Palhoça,1693864.25,12942.30957,2
4638,SÃO PAULO,Macaubal,84924.53906,11069.41016,2
935,GOIÁS,Caldazinha,33231.05469,9946.44043,2
2119,MINAS GERAIS,Itamonte,262661.75,17976.99023,2
4411,BAHIA,Aracatu,43216.13281,3018.72998,1
3479,PERNAMBUCO,Pombos,106317.1719,4806.379883,1
2544,PERNAMBUCO,Tracunhaém,63237.58984,4767.25,1
2413,PARAÍBA,Catolé do Rocha,146767.5781,5155.529785,1
4030,MATO GROSSO,Itanhangá,129650.5391,25617.57031,3
3159,MINAS GERAIS,São Pedro do Suaçuí,31461.02148,5309.879883,1
5213,SANTA CATARINA,Bocaina do Sul,48069.13281,15367.37012,2
3065,PERNAMBUCO,João Alfredo,121253.9219,4058.709961,1
245,BAHIA,Vitória da Conquista,3142676.75,9854.709961,2
2741,PERNAMBUCO,Chã Grande,92091.63281,5137.899902,1
3848,RONDÔNIA,Buritis,326336.875,9406.419922,1
2438,PARAÍBA,Solânea,108521.9922,3882.580078,1
2780,MINAS GERAIS,Amparo do Serra,25285.0957,4715.609863,1
2318,PARÁ,Rondon do Pará,244986.2188,5128.240234,1
4360,SÃO PAULO,Vargem Grande do Sul,435658.7813,11125.09961,2
4644,SÃO PAULO,Marapoama,81859.96094,29446.0293,3
4390,BAHIA,Condeúba,64649.53125,3756.51001,1
4597,BAHIA,Jacobina,523242.1875,6622.22998,1
434,RIO GRANDE DO SUL,Piratini,191053.5156,9020.469727,1
632,RIO GRANDE DO SUL,Crissiumal,168315.0625,11149.65039,2
3242,MINAS GERAIS,Senhora dos Remédios,48332.01172,4564.790039,1
979,GOIÁS,Leopoldo de Bulhões,90110.17188,9467.339844,1
2067,RIO GRANDE DO NORTE,Parnamirim,1963383.5,10657.7002,2
3739,MINAS GERAIS,Medeiros,51101.86328,15038.80957,2
4121,PARANÁ,Brasilândia do Sul,49819.625,15282.08984,2
4045,PARANÁ,Marialva,430093.0625,13698.54004,2
261,BAHIA,Mascote,57532.86719,3467.919922,1
4883,SÃO PAULO,Taubaté,8324691,30445.85938,3
4672,SÃO PAULO,Motuca,68719.67969,14649.25977,2
5089,SÃO PAULO,São Sebastião,3043796.25,41338.51172,3
2375,PARÁ,Soure,81680.95313,3636.889893,1
1727,CEARÁ,Morrinhos,68998.65625,3040.26001,1
665,RIO GRANDE DO SUL,Roque Gonzales,86025.92969,11634.55957,2
763,ALAGOAS,Campestre,25780.6582,4172.97998,1
2679,PARANÁ,Enéas Marques,81526.875,13439.96973,2
2264,PARÁ,Gurupá,79299.14063,3108.429932,1
5120,PIAUÍ,Dom Expedito Lopes,31609.28906,4653.209961,1
2093,RIO GRANDE DO NORTE,Passagem,13935.78613,5155.669922,1
1140,SERGIPE,Aracaju,7069448,12994.37988,2
4698,SÃO PAULO,Orlândia,787616.25,20984.08008,2
1657,MARANHÃO,Junco do Maranhão,28271.05273,7157.22998,1
1162,MATO GROSSO,Juruena,91460.10156,9532.05957,1
4372,BAHIA,Cardeal da silva,48083.14063,5579.390137,1
1811,MARANHÃO,Pinheiro,316422.0938,4099.689941,1
4598,BAHIA,Jaguaquara,246394.6875,5111.290039,1
4539,SÃO PAULO,Iracemápolis,520704.3125,26431.68945,3
381,RIO GRANDE DO SUL,Selbach,96666.89063,19679.74023,2
2681,PARANÁ,Santa Izabel do Oeste,122608.9063,10437.46973,2
5480,SANTA CATARINA,Princesa,33004.67969,12283.09961,2
1884,CEARÁ,Pentecoste,149833.0156,4260.740234,1
4454,BAHIA,Gandu,173949.2656,5466.839844,1
4242,SÃO PAULO,Cajati,472912.3125,16343.38965,2
1040,GOIÁS,Goiatuba,708512.5625,21932.66016,2
2131,RIO GRANDE DO NORTE,Ipueira,13287.04785,6282.290039,1
1697,MARANHÃO,Luís Domingues,28483.07031,4070.75,1
3500,MINAS GERAIS,Guaraciama,23972.32031,5070.290039,1
4799,SÃO PAULO,Salmourão,53295.08203,11151.92969,2
4836,SÃO PAULO,Santo Antônio do Pinhal,56594.77734,8206.900391,1
5381,SANTA CATARINA,Leoberto Leal,57065.50781,15532.25977,2
4503,BAHIA,Itaguaçu da Bahia,49661.08984,3742.639893,1
1929,RIO DE JANEIRO,Duas Barras,145481.4063,13357.9502,2
4770,SÃO PAULO,Queluz,78831.69531,7040.430176,1
612,RIO GRANDE DO SUL,Glorinha,188674.7344,25053.08008,3
1241,SERGIPE,Pinhão,31870.47656,5486.399902,1
3706,PERNAMBUCO,São Lourenço da Mata,430601.3125,4308.379883,1
4333,BAHIA,Cândido Sales,93716.92188,3448.01001,1
5500,AMAZONAS,Codajás,84273.59375,5173.02002,1
2724,MINAS GERAIS,Poço Fundo,125487.5938,7884.370117,1
3315,MINAS GERAIS,Timóteo,1693002.375,21212.10938,2
5465,PIAUÍ,Francisco Macedo,9199.643555,3973.929932,1
5331,SANTA CATARINA,Indaial,1083196.5,21273.76953,2
4381,BAHIA,Cícero Dantas,119276.5781,3747.070068,1
2776,MINAS GERAIS,Alto Rio Doce,65097.45703,5094.490234,1
3731,MINAS GERAIS,Materlândia,23538.46875,4932.620117,1
3603,PERNAMBUCO,Sanharó,82603.20313,4411.859863,1
4875,SÃO PAULO,Tapiratiba,161548.0625,13017.57031,2
1689,MARANHÃO,Santa Quitéria do Maranhão,92080.375,3115.97998,1
2641,MINAS GERAIS,Ouro Preto,2492686.75,35868.57813,3
1880,CEARÁ,Parambu,103936.8594,3224.75,1
2877,PARANÁ,Abatiá,55714.39453,7027.549805,1
4697,SÃO PAULO,Orindiúva,94819.83594,17539.74023,2
4370,BAHIA,Barra do Mendes,49816.65234,3445.370117,1
503,RIO GRANDE DO SUL,Capão Bonito do Sul,48154.83594,25655.21094,3
4361,SÃO PAULO,Vera Cruz,95465.48438,9592.589844,1
208,RIO GRANDE DO SUL,Pareci Novo,52567.12109,16264.58008,2
1668,RIO GRANDE DO NORTE,Severiano Melo,26589.73438,5089.919922,1
804,ALAGOAS,Jacaré dos Homens,30879.77734,5232.089844,1
4602,BAHIA,Jequié,1552451.5,10312.48047,2
4734,SÃO PAULO,Pilar do Sul,293537.8438,10315.86035,2
1559,CEARÁ,Catunda,37783.76172,3374.149902,1
3909,PARANÁ,Rio Azul,150128.4844,10910.5,2
2012,CEARÁ,Varjota,76601.11719,4302.950195,1
2000,RIO DE JANEIRO,Macaé,7057281.5,36300.46094,3
1245,GOIÁS,Rubiataba,160824.3594,8638.110352,1
2548,PERNAMBUCO,Carnaubeira da Penha,44609.3125,3582.790039,1
2953,MINAS GERAIS,Santana do Garambéu,13781.93164,6250.310059,1
1688,RIO DE JANEIRO,Porto Real,3502626.5,215506.4531,5
1965,CEARÁ,Tauá,242443.7188,4280.509766,1
2820,MINAS GERAIS,Resende Costa,66597.83594,6087,1
2696,MINAS GERAIS,Aimorés,251976.8438,10150.12012,2
862,GOIÁS,Ouro Verde de Goiás,36711.69531,7982.540039,1
2197,PARAÍBA,Santa Helena,24999.93164,4033.550049,1
4348,SÃO PAULO,Turiúba,39628.15625,19425.57031,2
2982,MATO GROSSO,Diamantino,908566.25,47846.98047,3
5081,SÃO PAULO,Ribeirão Pires,1631338.625,14564.08984,2
870,TOCANTINS,Lavandeira,12126.01465,7205,1
60,RIO GRANDE DO SUL,Muçum,79309.03125,16928.28906,2
4032,MATO GROSSO,Apiacás,148853.8438,17760.86914,2
5074,TOCANTINS,Abreulândia,17476.70117,7529.819824,1
3646,PERNAMBUCO,Belém de Maria,37656.35156,3880.899902,1
3017,MINAS GERAIS,Campo Florido,245850.3594,34602.44141,3
88,SÃO PAULO,Guapiaçu,389872.9688,21734.4707,2
2349,PARAÍBA,Caaporã,286072.875,14258.01953,2
4211,SÃO PAULO,Bananal,88336.42969,8162.669922,1
1840,SÃO PAULO,Morungaba,232642.8438,17485.36914,2
2153,PARAÍBA,Araçagi,100224.0078,5618.25,1
2440,MARANHÃO,São João do Carú,39601.42188,3165.330078,1
3007,MINAS GERAIS,Camacho,44854.86328,13891.25977,2
2606,MINAS GERAIS,Olímpio Noronha,22509.80469,8478.269531,1
219,RIO GRANDE DO SUL,Chiapetta,76856.47656,18772.94922,2
1316,GOIÁS,São Miguel do Passa Quatro,51348.88281,13316.62012,2
2874,PERNAMBUCO,Ipojuca,7082403,93791.75,4
4438,CEARÁ,Uruburetama,105931.9688,5135.600098,1
330,RIO GRANDE DO SUL,Chuvisca,69552.21094,13481.71973,2
1599,MARANHÃO,Conceição do Lago-Açu,48036.51563,3221.97998,1
3562,MINAS GERAIS,Ipuiúna,110897.6094,11613.53027,2
4409,BAHIA,Aporá,55787.80469,2977.26001,1
4892,MARANHÃO,Gonçalves Dias,50201.11328,2968.550049,1
4180,SÃO PAULO,Alfredo Marcondes,38104.74219,9396.980469,1
2203,PARÁ,Anajás,62534.5625,2283.449951,1
3360,MINAS GERAIS,Divisa Alegre,42667.08984,6843.160156,1
4462,BAHIA,Guaratinga,102757.3438,4475.490234,1
765,SÃO PAULO,Serra Azul,73476.25781,7259.779785,1
2355,PARAÍBA,Cajazeirinhas,14881.45996,4697.430176,1
859,PIAUÍ,Socorro do Piauí,13982.04688,2954.159912,1
4026,MATO GROSSO,Nova Marilândia,38595.01172,16458.42969,2
4707,SÃO PAULO,Palestina,137605.5469,12119.57031,2
2384,PARAÍBA,São José dos Ramos,23567.55078,4133.209961,1
4889,CEARÁ,Ererê,24669.07031,3364.580078,1
4566,BAHIA,Maracás,125397.1406,3484.219971,1
2577,MINAS GERAIS,Montezuma,29338.85352,3821.659912,1
1870,RIO GRANDE DO NORTE,Monte das Gameleiras,11909.32227,4862.930176,1
2304,PARÁ,Ourém,49183.36719,3104.810059,1
4674,SÃO PAULO,Nantes,86357.61719,32440.88086,3
5096,SÃO PAULO,Campos do Jordão,546444.5625,11750.23047,2
5447,SANTA CATARINA,Paraíso,46444.15234,11058.12988,2
3139,MINAS GERAIS,São João da Ponte,109678.1484,4064.709961,1
5508,PIAUÍ,José de Freitas,153536.3281,4208.200195,1
3475,PERNAMBUCO,Pesqueira,290683.6563,4509.939941,1
1081,GOIÁS,Água Limpa,24790.08984,11743.29004,2
987,GOIÁS,Cromínia,36729.20313,9849.610352,2
5499,AMAZONAS,Tonantins,67153.00781,3310.310059,1
1790,RIO GRANDE DO NORTE,Canguaretama,144216.4063,4722.060059,1
5211,SANTA CATARINA,Biguaçu,1205661,21378.85938,2
4612,BAHIA,Lafaiete Coutinho,17013.38867,4858.189941,1
3634,MINAS GERAIS,José Raydan,24955.75195,5656.339844,1
3725,MINAS GERAIS,Maripá de Minas,19717.74805,6614.470215,1
1267,RORAIMA,Alto Alegre,141954.3125,9993.259766,2
5311,PIAUÍ,Cajazeiras do Piauí,10104.80957,3040.870117,1
4984,SANTA CATARINA,Tubarão,1591460.375,16486.85938,2
4354,SÃO PAULO,União Paulista,35924.91406,23603.75,3
590,RIO GRANDE DO SUL,Canela,370663.5625,9015.290039,1
3361,MINAS GERAIS,Divisa Nova,44721.07813,7673.490234,1
2764,PARANÁ,Paraíso do Norte,102151.6016,8556.129883,1
2607,MINAS GERAIS,Oliveira,342731.8438,8740.040039,1
204,BAHIA,Taperoá,80988.60938,4177.25,1
4538,SÃO PAULO,Ipuã,204742.1406,12890.65039,2
3893,PARANÁ,Cândido de Abreu,182986.6875,10109.75977,2
984,GOIÁS,Cristalina,901832.5,23421.78906,3
2072,RIO GRANDE DO NORTE,Macaíba,708533.8125,10673.91016,2
270,BAHIA,Santa Luzia,51422.97266,3293.600098,1
3079,PARANÁ,São Miguel do Iguaçu,452659.625,17113.14063,2
1682,RIO GRANDE DO NORTE,Major Sales,15742.34961,4335.540039,1
3419,MINAS GERAIS,Estiva,97946.8125,8572.280273,1
2903,MINAS GERAIS,Bandeira do Sul,31063.99609,5828.140137,1
4276,SÃO PAULO,Cosmorama,86788.875,12340.24023,2
4909,SERGIPE,Feira Nova,32150.49805,5472.430176,1
5452,SANTA CATARINA,Penha,252274.2344,11331.5498,2
734,ACRE,Santa Rosa do Purus,28091.17383,6445.890137,1
4660,SÃO PAULO,Mirassolândia,34264.32031,7794.430176,1
5195,PIAUÍ,Currais,34505.06641,7325.919922,1
5413,TOCANTINS,Monte do Carmo,88327.65625,13138.12988,2
1181,GOIÁS,Palestina de Goiás,42713.81641,12877.24023,2
3727,MINAS GERAIS,Marmelópolis,19299.72266,6115.25,1
2876,PARANÁ,Santo Antônio da Platina,426821.1875,10161.92969,2
127,RIO GRANDE DO SUL,Fazenda Vilanova,148094.75,45595.67188,3
3487,PERNAMBUCO,Ribeirão,211137.0625,5370.120117,1
4068,PARANÁ,Cambé,1529310.625,15712.7998,2
2011,CEARÁ,Uruoca,41727.48047,3019.350098,1
4991,SANTA CATARINA,Vargeão,61478.05078,16683.32031,2
4852,SÃO PAULO,São Miguel Arcanjo,371031.375,11843.07031,2
1575,ESPIRITO SANTO,Cachoeiro de Itapemirim,2399003.25,11919.98047,2
363,RIO GRANDE DO SUL,São Martinho,78099.75,13214.84961,2
1315,GOIÁS,São Miguel do Araguaia,217922.7344,9416.759766,1
3312,MINAS GERAIS,Tarumirim,75479.17188,5175.120117,1
4225,SÃO PAULO,Bocaina,175754.6406,15937.12988,2
2885,PARANÁ,Uraí,108368.8594,9204.080078,1
1611,RIO GRANDE DO NORTE,Doutor Severiano,26936.3418,4071.389893,1
1470,MATO GROSSO DO SUL,Naviraí,693041.5625,15189.29004,2
5003,SÃO PAULO,Atibaia,2625614.75,20713.76953,2
3689,MINAS GERAIS,Mamonas,25831.9375,3983.340088,1
5309,PIAUÍ,São Francisco do Piauí,20146.16016,3118.120117,1
357,RIO GRANDE DO SUL,Vila Maria,109764.3516,25532.5293,3
5119,PIAUÍ,Francinópolis,17245.60742,3159.689941,1
4387,BAHIA,Conceição do Coité,292867.1875,4656.589844,1
4893,BAHIA,Biritinga,53547.6875,3755.100098,1
1279,ESPIRITO SANTO,Conceição da Barra,401526.25,14838.91992,2
4469,BAHIA,Ibipeba,58437.67969,3307.919922,1
976,GOIÁS,Joviânia,82713.74219,11963.23047,2
2407,PARAÍBA,Campina Grande,3894133.5,10147.20996,2
4177,BAHIA,Anagé,74545.80469,2950.909912,1
4494,BAHIA,Irecê,415895,6295.620117,1
264,BAHIA,Medeiros Neto,148739.3906,6537.419922,1
5199,PIAUÍ,Ilha Grande,34292.40625,3926.310059,1
4434,SÃO PAULO,Boracéia,89564.65625,20176.76953,2
151,BAHIA,Planalto,110698.2578,4997.439941,1
4339,GOIÁS,Ipiranga de Goiás,26288.52344,9046.290039,1
2900,MINAS GERAIS,Baldim,67873.51563,7908.819824,1
5080,SÃO PAULO,Praia Grande,2780735.25,11142.9502,2
1047,GOIÁS,Marzagão,21822.19922,10116.91992,2
2315,PARÁ,Porto de Moz,76142.92969,2710.580078,1
1436,MATO GROSSO DO SUL,Costa Rica,414671.5,21566.01953,2
5225,PIAUÍ,Alvorada do Gurguéia,27634.43945,5305.129883,1
15,SÃO PAULO,Jardinópolis,487728.9688,13016.16992,2
2763,PARANÁ,Presidente Castelo Branco,39173.65234,7939.529785,1
5136,PARANÁ,Curitiba,45762420,24720.21094,3
4298,SÃO PAULO,Estrela d'Oeste,428017,47336.53906,3
3145,MINAS GERAIS,São Joaquim de Bicas,308069.5,12843.71973,2
318,RIO GRANDE DO SUL,Coxilha,79944.40625,26674.81055,3
3520,MINAS GERAIS,Icaraí de Minas,44507.5625,4070.570068,1
4793,SÃO PAULO,Rubiácea,57313.17578,21538.21094,2
5449,SANTA CATARINA,Passos Maia,60104.18359,13195.20996,2
1921,RIO DE JANEIRO,Cambuci,168745.6563,11424.88965,2
123,BAHIA,Salinas da Margarida,62426.80469,4398.109863,1
811,ALAGOAS,Olivença,33409.52734,3074.969971,1
390,RIO GRANDE DO SUL,Chapada,190121.7031,19654.88086,2
585,TOCANTINS,Porto Alegre do Tocantins,15878.50195,5349.899902,1
4337,BAHIA,Capim Grosso,121918.3125,4489.220215,1
4019,MATO GROSSO,Vale de São Domingos,32239.96875,10910.30957,2
4359,SÃO PAULO,Valparaíso,327024.0313,14525.36035,2
2954,MINAS GERAIS,Santana do Jacaré,34777.21484,7374.299805,1
4179,SÃO PAULO,Agudos,753584.625,20824.16016,2
1273,PIAUÍ,Nossa Senhora dos Remédios,23638.20117,2821.459961,1
4607,BAHIA,Juazeiro,1745979.625,7158.709961,1
3671,MINAS GERAIS,Lamim,16759.16016,4586.52002,1
4439,BAHIA,Dom Basílio,84668.91406,7286.47998,1
2703,MINAS GERAIS,Periquito,42513.58984,5936.819824,1
305,RIO GRANDE DO SUL,São Lourenço do Sul,528960.375,12191.40039,2
2359,PARAÍBA,Cuité de Mamanguape,40357.05469,5990.359863,1
4347,SÃO PAULO,Tupi Paulista,151365.1875,10519.50977,2
135,RIO GRANDE DO SUL,Serafina Corrêa,328562.9063,22301.15039,3
5376,SANTA CATARINA,Laguna,442331.4063,8557.219727,1
1092,GOIÁS,Teresina de Goiás,14530.07129,4984.589844,1
4240,SÃO PAULO,Caiabu,32694.49609,7914.430176,1
2167,PARAÍBA,Marizópolis,23577.13867,3651.409912,1
5540,TOCANTINS,Fortaleza do Tabocão,67903.1875,31597.58008,3
1871,RIO GRANDE DO NORTE,São Miguel,99753.35938,4228.089844,1
1608,RIO GRANDE DO NORTE,Augusto Severo,39951.48047,4341.140137,1
1459,MATO GROSSO DO SUL,Laguna Carapã,114866.7031,19046.05078,2
4946,MARANHÃO,São Luís,15337347,15381.99023,2
3165,MINAS GERAIS,São Sebastião do Maranhão,43979.26953,3634.949951,1
4969,TOCANTINS,São Sebastião do Tocantins,19921.6543,4485.850098,1
1469,MATO GROSSO DO SUL,Mundo Novo,175220.8594,10615.58984,2
3892,PARANÁ,Tibagi,324484.2188,16707.91016,2
4575,SÃO PAULO,Itatinga,226146.0625,11849.41016,2
4784,SÃO PAULO,Ribeirão Grande,82653.46094,11821.15039,2
2523,MARANHÃO,Sucupira do Riachão,15975.8877,3281.139893,1
1684,RIO GRANDE DO NORTE,Alexandria,61343.26953,4334.910156,1
4018,MATO GROSSO,Jauru,125273.625,11655.53027,2
169,BAHIA,Saúde,41634.64844,3369.860107,1
2647,MINAS GERAIS,Pai Pedro,26079.72656,4194.910156,1
4290,SÃO PAULO,Echaporã,75944.72656,12172.58008,2
1103,MATO GROSSO,Nova Lacerda,73640.67188,14021.4502,2
3789,SÃO PAULO,Ibirá,110655.3047,9932.259766,2
5520,SANTA CATARINA,Sangão,127265.7109,11443.73047,2
2430,PARAÍBA,Queimadas,194858.9219,4832.450195,1
360,RIO GRANDE DO SUL,Paraí,130695.2578,18726.92969,2
38,RIO GRANDE DO SUL,Vale Real,48317.95703,9604.049805,1
2564,PARAÍBA,Alagoinha,48926.35156,3632.25,1
4338,BAHIA,Caraíbas,32104.37109,3059.02002,1
4614,BAHIA,Laje,128748.0938,5804.689941,1
3012,MINAS GERAIS,Campestre,193952.3125,9300.480469,1
619,RIO GRANDE DO SUL,Palmitinho,75226.92969,10544.84961,2
3840,RONDÔNIA,Rolim de Moura,520219.5625,10301.58008,2
1941,RIO DE JANEIRO,Valença,756277.1875,9974.769531,2
937,GOIÁS,Campinaçu,29268.20703,7489.310059,1
5344,SANTA CATARINA,Itapema,498226.2813,13601.95996,2
437,RIO GRANDE DO SUL,Santana da Boa Vista,83511.51563,9392.80957,1
366,RIO GRANDE DO SUL,Sede Nova,42928.94141,14328.75,2
1172,ESPIRITO SANTO,Brejetuba,112031.0859,10095.62012,2
1696,RIO GRANDE DO NORTE,Francisco Dantas,14319.33789,4760.419922,1
388,RIO GRANDE DO SUL,Gramado Xavier,42941.70703,10412.63965,2
1264,SÃO PAULO,Itupeva,1736231.125,40892.91016,3
3809,PARANÁ,Nova Tebas,54613.16797,6593.399902,1
